id,title,module,opportunity_type,description,benefit_amount,benefit_type,min_age,max_age,age_relaxation,income_max,income_min,state,district,category,gender,qualification,cgpa_required,experience_required,dummy1,dummy2,dummy3,dummy4,required_documents,required_skills,required_followup_questions,deadline,renewal_frequency,official_link,source_name,source_type,priority_score,verification_status,last_updated,application_count,readiness_score_formula,eligibility_explanation,similarity_score,profile_match_percentage,notification_trigger,created_at,updated_at
11,Indian Army Recruitment (10th/12th),job_seekers,government_recruitment,"Army recruitment for Havaldar, Naib Subedar and other posts for 10th/12th pass",0.0,permanent_government_job,17.5,33,5_years_sc_st,10000000.0,0.0,Telangana,,any,any,10th_or_12th,6.0,,physical_test_required,,,,"[""Aadhaar Card"", ""10th/12th Certificate"", ""Photo"", ""Mobile Number"", ""Physical Fitness Certificate"", ""Character Certificate""]","[""Physical Fitness"", ""Strength"", ""Running"", ""Discipline"", ""Leadership"", ""Courage""]","[""What is qualification?"", ""What is age?"", ""Are you physically fit?"", ""Can you handle stress?""]","2026-10-31","annual","https://indianarmy.nic.in","Indian Army, Ministry of Defence","central_government",98,verified,2026-06-01,425000,"(physical_fitness*0.7) + (age*0.2) + (motivation*0.1)","Physically fit 10th/12th pass aged 17.5-33 with discipline",0.94,94.0,"15_days_before_deadline","2026-01-01","2026-06-01"
12,Gramin Dak Sevak (GDS),job_seekers,government_recruitment,Post office job for 10th pass candidates with no major entrance exam,0.0,permanent_government_job,18,50,,5000000.0,0.0,Telangana,Rural,any,any,10th_pass,6.0,,,,,"[""Aadhaar Card"", ""10th Certificate"", ""Bank Account"", ""Photo"", ""Mobile Number"", ""Rural Address Proof"", ""Domicile""]","[""Communication"", ""Computer Basics"", ""Documentation"", ""Customer Service"", ""Punctuality""]","[""What is qualification?"", ""Are you from rural area?"", ""Can you work with computers?"", ""What location?""]","2026-07-31","annual","https://indiapost.gov.in","India Post, Ministry of Communications","central_government",92,verified,2026-06-01,195000,"(rural_resident*0.6) + (computer_basics*0.3) + (qualification*0.1)","Rural 10th pass with basic computer knowledge",0.86,86.0,"15_days_before_deadline","2026-01-01","2026-06-01"
13,SSC CHSL (Combined Higher Secondary),job_seekers,government_recruitment,"Combined higher secondary level exam for 12th pass for posts like Data Entry Operator, Assistant, etc.",0.0,permanent_government_job,18,32,5_years_sc_st,10000000.0,0.0,Telangana,,any,any,12th_pass,6.5,,,,,"[""Aadhaar Card"", ""12th Certificate"", ""Bank Account"", ""Photo"", ""Mobile Number"", ""Email"", ""Caste Certificate (if applicable)""]","[""Computer Skills"", ""Data Entry"", ""Communication"", ""Documentation"", ""Speed"", ""Accuracy""]","[""What is qualification?"", ""Do you have computer skills?"", ""Can you do data entry speed?"", ""What is age?""]","2026-09-30","annual","https://ssc.gov.in","Staff Selection Commission, GOI","central_government",95,verified,2026-06-01,365000,"(computer_skills*0.5) + (qualification*0.3) + (speed*0.2)","12th pass with computer skills and data entry ability",0.89,89.0,"15_days_before_deadline","2026-01-01","2026-06-01"
14,State Police Recruitment (10th/12th),job_seekers,government_recruitment,State police recruitment for Constable posts for 10th/12th pass candidates,0.0,permanent_government_job,18,33,5_years_sc_st,8000000.0,0.0,Telangana,,any,any,10th_or_12th,6.0,,physical_test_required,,,,"[""Aadhaar Card"", ""10th/12th Certificate"", ""Domicile"", ""Photo"", ""Mobile Number"", ""Physical Fitness Certificate"", ""Character Certificate""]","[""Physical Fitness"", ""Strength"", ""Running"", ""Discipline"", ""Communication"", ""Ethics""]","[""Are you Telangana resident?"", ""What is qualification?"", ""Are you physically fit?"", ""What is age?""]","2026-11-30","annual","https://telanganapolice.gov.in","Telangana Police, Government of Telangana","state_government",94,verified,2026-06-01,285000,"(telangana_resident*0.6) + (physical_fitness*0.3) + (age*0.1)","Telangana resident 10th/12th pass physically fit aged 18-33",0.90,90.0,"15_days_before_deadline","2026-01-01","2026-06-01"
15,UIDAI Apprentice Program,job_seekers,apprenticeship,Apprenticeship program with UIDAI for ITI/Diploma/Graduate candidates in technology,15000.0,monthly_stipend,18,30,,5000000.0,0.0,Telangana,Hyderabad,any,any,iti_or_diploma_or_degree,7.0,,,,,"[""Aadhaar Card"", ""ITI/Diploma/Degree Certificate"", ""Bank Account"", ""Photo"", ""Mobile Number"", ""Resume"", ""Computer Certificate""]","[""Programming"", ""Technology"", ""Communication"", ""Problem Solving"", ""Computer Skills"", ""Analytical Thinking""]","[""What is qualification?"", ""Do you have computer skills?"", ""Can you program?"", ""What is CGPA?""]","2026-08-31","annual","https://uidai.gov.in/apprentice","UIDAI, Government of India","central_government",91,verified,2026-06-01,125000,"(computer_skills*0.5) + (cgpa*0.3) + (programming*0.2)","ITI/Diploma/Degree holder with CGPA>=7.0 and programming skills",0.85,85.0,"15_days_before_deadline","2026-01-01","2026-06-01"
16,Yantar India Ltd Apprentice,job_seekers,apprenticeship,Apprentice vacancies for 10th+ITI/Diploma candidates in manufacturing sector,12000.0,monthly_stipend,18,30,,3000000.0,0.0,Telangana,Hyderabad,any,any,10th_plus_iti_or_diploma,6.5,,,,,"[""Aadhaar Card"", ""10th Certificate"", ""ITI/Diploma Certificate"", ""Bank Account"", ""Photo"", ""Mobile Number"", ""Trade Certificate""]","[""Technical Skills"", ""Manufacturing Knowledge"", ""Safety Awareness"", ""Communication"", ""Hand Skills""]","[""What is qualification?"", ""Do you have ITI/Diploma?"", ""What trade?"", ""Are you unemployed?""]","2026-09-30","annual","https://yantarindia.com/apprentice","Yantar India Ltd, GOI","central_government",89,verified,2026-06-01,95000,"(iti_diploma*0.6) + (trade_match*0.3) + (unemployment*0.1)","10th pass with ITI/Diploma and relevant trade",0.82,82.0,"15_days_before_deadline","2026-01-01","2026-06-01"
17,Para Legal Volunteer Program,job_seekers,volunteer_program,Para legal volunteer program for 10th pass candidates with legal training,5000.0,monthly_volunteer_stipend,18,45,,2000000.0,0.0,Telangana,,any,any,10th_pass,6.0,,,,,"[""Aadhaar Card"", ""10th Certificate"", ""Bank Account"", ""Photo"", ""Mobile Number"", ""Address Proof"", ""Legal Interest Proof""]","[""Communication"", ""Legal Knowledge"", ""Documentation"", ""Research"", ""Ethics"", ""Writing""]","[""What is qualification?"", ""Do you have legal interest?"", ""Can you research?"", ""What location?""]","2026-08-31","annual","https://nalsar.ac.in/para_legal","NALSAR, State Govt Legal Aid","central_government",85,verified,2026-06-01,45000,"(legal_interest*0.6) + (communication*0.3) + (research*0.1)","10th pass with legal interest and communication skills",0.78,78.0,"15_days_before_deadline","2026-01-01","2026-06-01"
18,BPHC Apprentice Program (Bureau of Police Research),job_seekers,apprenticeship,Apprenticeship for 10th pass candidates in bureau of police research and development,10000.0,monthly_stipend,18,30,,4000000.0,0.0,Telangana,Hyderabad,any,any,10th_pass,6.5,,,,,"[""Aadhaar Card"", ""10th Certificate"", ""Bank Account"", ""Photo"", ""Mobile Number"", ""Resume"", ""Character Certificate""]","[""Research"", ""Documentation"", ""Communication"", ""Computer Basics"", ""Analysis"", ""Ethics""]","[""What is qualification?"", ""Do you have research interest?"", ""Can you use computer?"", ""What is age?""]","2026-07-31","annual","https://bprd.gov.in/apprentice","BPR&D, Ministry of Home Affairs","central_government",87,verified,2026-06-01,65000,"(research_interest*0.5) + (computer_basics*0.3) + (qualification*0.2)","10th pass with research interest and computer basics",0.80,80.0,"15_days_before_deadline","2026-01-01","2026-06-01"
19,UCIL Apprentice Program (Uranium Corporation),job_seekers,apprenticeship,Apprenticeship for 10th+ITI candidates in uranium mining and related technical work,14000.0,monthly_stipend,18,30,,5000000.0,0.0,Telangana,Hyderabad,any,any,10th_plus_iti,6.5,,,,,"[""Aadhaar Card"", ""10th Certificate"", ""ITI Certificate"", ""Bank Account"", ""Photo"", ""Mobile Number"", ""Trade Certificate"", ""Physical Fitness""]","[""Technical Skills"", ""Mining Knowledge"", ""Safety Awareness"", ""Physical Fitness"", ""Communication"", ""Hand Skills""]","[""What is qualification?"", ""Do you have ITI?"", ""What trade?"", ""Are you physically fit?""]","2026-10-31","annual","https://ucil.nic.in/apprentice","UCIL, Ministry of Atomic Energy","central_government",90,verified,2026-06-01,78000,"(iti_cert*0.6) + (trade_match*0.3) + (physical_fitness*0.1)","10th pass with ITI certificate and relevant trade",0.84,84.0,"15_days_before_deadline","2026-01-01","2026-06-01"
20,Telangana Yuva Nestham,job_seekers,unemployment_benefit,Unemployment benefit program for registered unemployed youth in Telangana state,5000.0,monthly_unemployment_benefit,18,45,,1000000.0,0.0,Telangana,,any,any,intermediate,6.0,,,,,"[""Aadhaar Card"", ""12th Certificate"", ""Domicile"", ""Bank Account"", ""Photo"", ""Mobile Number"", ""Unemployment Declaration"", ""Address Proof""]","[""Job Search"", ""Communication"", ""Documentation"", ""Patience"", ""Persistence""]","[""Are you Telangana resident?"", ""What is qualification?"", ""Are you unemployed for 6+ months?"", ""What is income?""]","2026-12-31","monthly","https://telangana.gov.in/yuva-nestham","Government of Telangana","state_government",93,verified,2026-06-01,320000,"(telangana_resident*0.6) + (unemployment_duration*0.3) + (income*0.1)","Telangana resident unemployed for 6+ months with income<1000k",0.88,88.0,"7_days_before_deadline","2026-01-01","2026-06-01"
