id,title,module,opportunity_type,description,benefit_amount,benefit_type,min_age,max_age,age_relaxation,income_max,income_min,state,district,category,gender,qualification,cgpa_required,experience_required,business_stage,startup_registered,land_size_min,land_size_max,crop_type,land_required,land_owner_required,required_documents,required_skills,required_followup_questions,deadline,renewal_frequency,official_link,source_name,source_type,priority_score,verification_status,last_updated,application_count,readiness_score_formula,eligibility_explanation,similarity_score,profile_match_percentage,notification_trigger,created_at,updated_at
11,Waradhi,farmers,financial_assistance,Telangana scheme for small & marginal farmers,10000.0,seasonal,0,99,,50000.0,0.0,Telangana,,any,any,,,,,,,,,0.5,2.0,,True,True,"[""Aadhaar Card"", ""Land Patta"", ""Bank Passbook"", ""Income Certificate""]","[]","[""Are you a small/marginal farmer?"", ""What is your land area?"", ""What is your income?""]","2026-07-15","seasonal","https://telangana.gov.in/waradhi","Government of Telangana","state_government",91,verified,2026-06-01,180000,"(land_area*0.8) + (income*0.2)","Marginal farmer with land<2 acres and income<50k",0.86,86.0,"7_days_before_deadline","2026-01-01","2026-06-01"
12,Cooperative Bank Loan Subsidy,farmers,loan_subsidy,Subsidy on cooperative bank agricultural loans,20000.0,subsidy,18,60,,400000.0,0.0,Telangana,,any,any,,,,,,,,,1.0,100.0,,True,True,"[""Aadhaar Card"", ""Land Documents"", ""Cooperative Bank Loan Approval"", ""Income Certificate""]","[]","[""Do you have cooperative bank loan?"", ""What is loan amount?"", ""What is land area?""]","2026-12-31","once","https://telangana.coop.gov.in","Telangana State Coop Bank","state_government",83,verified,2026-06-01,55000,"(loan_amount*0.5) + (land_area*0.3)","Farmer with cooperative bank loan",0.72,72.0,"30_days_before_deadline","2026-01-01","2026-06-01"
13,Fishery Development Scheme,farmers,financial_support,Financial support for fishery development in farm ponds,40000.0,subsidy,18,65,,300000.0,0.0,Telangana,,any,any,,,,,,2.0,50.0,,True,True,"[""Aadhaar Card"", ""Land Records"", ""Income Certificate"", ""Fishery Plan"", ""Bank Account""]","[]","[""Do you have pond for fishery?"", ""What is your land area?"", ""Do you want fishery development?""]","2026-11-30","once","https://nidf.gov.in","National Fisheries Development Board","central_government",79,verified,2026-06-01,25000,"(land_area*0.6) + (income*0.4)","Farmer with pond and land>=2 acres",0.68,68.0,"30_days_before_deadline","2026-01-01","2026-06-01"
14,Poultry Development Scheme,farmers,financial_assistance,Support for poultry farming on agricultural land,35000.0,subsidy,18,65,,300000.0,0.0,Telangana,,any,any,,,,,,1.0,50.0,,True,True,"[""Aadhaar Card"", ""Land Documents"", ""Income Certificate"", ""Poultry Plan"", ""Bank Account""]","[]","[""Do you want to start poultry farming?"", ""What is your land area?"", ""What is your income?""]","2026-10-31","once","https://nepd.gov.in","National Poultry Development Board","central_government",80,verified,2026-06-01,28000,"(land_area*0.5) + (income*0.3) + (poultry_plan*0.2)","Farmer with land>=1 acre for poultry",0.71,71.0,"30_days_before_deadline","2026-01-01","2026-06-01"
15,Apiculture Support Scheme,farmers,financial_support,Financial assistance for bee-keeping on farmland,25000.0,subsidy,18,65,,250000.0,0.0,Telangana,,any,any,,,,,,1.0,30.0,,True,True,"[""Aadhaar Card"", ""Land Records"", ""Income Certificate"", ""Apiculture Plan""]","[]","[""Do you want bee-keeping?"", ""What is land area?"", ""What is income?""]","2026-12-31","once","https://nbcarp.gov.in","National Beeboard","central_government",76,verified,2026-06-01,18000,"(land_area*0.6) + (income*0.4)","Farmer with land>=1 acre for apiculture",0.65,65.0,"30_days_before_deadline","2026-01-01","2026-06-01"
16,Small Farmers Agri-Business Consortium,farmers,financial_assistance,Support for small farmers for agri-business,50000.0,subsidy,18,60,,200000.0,0.0,Telangana,,obc,any,,,,,,0.5,10.0,,True,True,"[""Aadhaar Card"", ""Land Documents"", ""Income Certificate"", ""Business Plan"", ""Bank Account""]","[]","[""Do you want agri-business?"", ""What is land area?"", ""What is income?"", ""What business type?""]","2026-12-31","once","https://sfac.co.in","SFAC, Ministry of Agriculture","central_government",84,verified,2026-06-01,35000,"(land_area*0.4) + (income*0.3) + (business_plan*0.3)","Small farmer with business plan and land>=0.5 acre",0.73,73.0,"30_days_before_deadline","2026-01-01","2026-06-01"
17,IKDP (Integrated Kidu Development),farmers,financial_support,Integrated development for kidu farmers,30000.0,subsidy,18,65,,150000.0,0.0,Telangana,,sc_st,any,,,,,,1.0,20.0,,True,True,"[""Aadhaar Card"", ""Land Records"", ""SC/ST Certificate"", ""Income Certificate"", ""Bank Account""]","[]","[""Are you SC/ST?"", ""Do you cultivate kidu?"", ""What is land area?""]","2026-12-31","annual","https://telangana.gov.in/ikdp","Government of Telangana","state_government",86,verified,2026-06-01,22000,"(category*0.6) + (land_area*0.4)","SC/ST farmer cultivating kidu with land>=1 acre",0.74,74.0,"30_days_before_deadline","2026-01-01","2026-06-01"
18,SeedSubsidy Scheme,farmers,subsidy,Subsidy on purchase of quality seeds,3000.0,subsidy,0,99,,100000.0,0.0,Telangana,,any,any,,,,,,,,,0.5,50.0,rice,False,True,"[""Aadhaar Card"", ""Bank Account"", ""Farmer ID""]","[]","[""What seeds do you need?"", ""What is your land area?""]","2026-06-30","seasonal","https://seedclearing.gov.in","Ministry of Agriculture","central_government",78,verified,2026-06-01,200000,"(land_area*0.7) + (income*0.3)","Farmer with land>=0.5 acre needing seeds",0.66,66.0,"15_days_before_deadline","2026-01-01","2026-06-01"
19,Irrigation Equipment Subsidy,farmers,subsidy,Subsidy on irrigation equipment purchase,40000.0,subsidy,18,65,,400000.0,0.0,Telangana,,any,any,,,,,,,,,1.0,50.0,,True,True,"[""Aadhaar Card"", ""Land Documents"", ""Income Certificate"", ""Equipment Quote"", ""Bank Account""]","[]","[""What irrigation equipment?"", ""What is land area?"", ""What is income?""]","2026-11-30","once","https://wmid.gov.in","Ministry of Water Resources","central_government",81,verified,2026-06-01,42000,"(land_area*0.5) + (income*0.3) + (equipment_type*0.2)","Farmer with land>=1 acre buying irrigation equipment",0.69,69.0,"30_days_before_deadline","2026-01-01","2026-06-01"
20,Teleangana Crop Insurance,farmers,insurance,State crop insurance for Telangana farmers,200000.0,lump_sum_insurance,18,70,,200000.0,0.0,Telangana,,any,any,,,,,,,,,0.5,20.0,rice,True,True,"[""Aadhaar Card"", ""Land Patta"", ""Bank Account"", ""Crop Declaration""]","[]","[""What crops are you cultivating?"", ""What is land area?"", ""Have you had crop loss before?""]","2026-08-31","annual","https://telangana.gov.in/crop-insurance","Government of Telangana","state_government",89,verified,2026-06-01,165000,"(land_area*0.6) + (crop_risk*0.4)","Telangana farmer with land>=0.5 acre cultivating crops",0.81,81.0,"30_days_before_deadline","2026-01-01","2026-06-01"
